material_id,material_name,material_application,climate_zone,durability_requirement,budget_constraint,supplier_name,availability_status,lead_time_days,project_type,project_specifications_match_score,sustainability_focus,supplier_contact_number
MAT2409,Adhesive,Insulation,Urban,5-10 years,Standard,Supplier_92,Limited,25,Marine structures,0.18,Eco-friendly,+91 8403005864
MAT2410,Brick,Insulation,Moderate,5-10 years,Premium,Supplier_68,Limited,41,Residential,0.36,Standard,+91 7549116721
MAT2411,Wood,Flooring,Dry,5-10 years,Premium,Supplier_37,Limited,39,Marine structures,0.43,Eco-friendly,+91 9513313120
MAT2412,Clay,Finishing,Urban,50+ years,Premium,Supplier_7,In Stock,33,Bridges,0.12,Eco-friendly,+91 7548899649
MAT2413,Fiber,Decorative,Cold,25-50 years,Luxury,Supplier_76,Limited,60,Tunnels,0.36,Eco-friendly,+91 7852225914
MAT2414,Glass,Facade,Industrial,10-25 years,Premium,Supplier_12,Out of Stock,29,Residential,0.78,Standard,+91 8882665594
MAT2415,Cement,Insulation,Mountain,5-10 years,Economy,Supplier_50,In Stock,54,Residential,0.69,Standard,+91 9224117961
MAT2416,Steel,Other,Mountain,10-25 years,Premium,Supplier_3,Out of Stock,33,Other,0.37,Eco-friendly,+91 9511694911
MAT2417,Aluminum,Other,Humid,10-25 years,Standard,Supplier_14,Limited,13,Commercial,0.73,Eco-friendly,+91 8073534258
MAT2418,Gypsum,Finishing,Urban,50+ years,Luxury,Supplier_15,Limited,39,High-rise buildings,0.09,Eco-friendly,+91 9855764195
MAT2419,PVC,Finishing,Industrial,50+ years,Premium,Supplier_98,Out of Stock,13,High-rise buildings,0.84,Standard,+91 9267705300
MAT2420,Bitumen,Other,Humid,50+ years,Premium,Supplier_40,In Stock,47,Bridges,0.66,Standard,+91 9781709582
MAT2421,Asphalt,Facade,Urban,10-25 years,Economy,Supplier_12,In Stock,26,Bridges,0.07,Standard,+91 8882665594
MAT2422,Sandstone,Insulation,Dry,25-50 years,Premium,Supplier_70,Limited,3,Infrastructure,0.16,Eco-friendly,+91 8533177088
MAT2423,Concrete,Finishing,Urban,25-50 years,Premium,Supplier_1,In Stock,4,Infrastructure,0.61,Standard,+91 9821243845
MAT2424,Plaster,Decorative,Cold,10-25 years,Premium,Supplier_33,Out of Stock,28,Infrastructure,0.94,Eco-friendly,+91 8687011225
MAT2425,Vinyl,Other,Rural,5-10 years,Premium,Supplier_26,Out of Stock,38,Marine structures,0.6,Standard,+91 7207132227
MAT2426,Laminate,Facade,Moderate,25-50 years,Premium,Supplier_54,Out of Stock,43,Commercial,0.25,Standard,+91 9458310307
MAT2427,Bamboo,Finishing,Mountain,5-10 years,Premium,Supplier_93,Limited,19,Airports,0.16,Eco-friendly,+91 7108254575
MAT2428,Recycled Plastic,Flooring,Coastal,5-10 years,Premium,Supplier_69,In Stock,17,High-rise buildings,0.07,Standard,+91 8122680822
MAT2429,Polycarbonate,Decorative,Industrial,5-10 years,Standard,Supplier_26,In Stock,45,Tunnels,0.87,Standard,+91 7207132227
MAT2430,Acrylic,Flooring,Hot,5-10 years,Economy,Supplier_63,Limited,36,Marine structures,0.37,Standard,+91 8654346090
MAT2431,Foam,Facade,Moderate,50+ years,Economy,Supplier_53,Limited,9,High-rise buildings,0.62,Eco-friendly,+91 7870047913
MAT2432,Rubber,Insulation,Hot,10-25 years,Economy,Supplier_53,Limited,52,Roads and highways,0.42,Standard,+91 7870047913
MAT2433,Other,Finishing,Mountain,50+ years,Luxury,Supplier_24,Limited,27,Commercial,0.67,Eco-friendly,+91 7116226044
MAT2434,Limestone,Other,Mountain,50+ years,Economy,Supplier_69,Out of Stock,4,Airports,0.72,Eco-friendly,+91 8122680822
MAT2435,Marble,Insulation,Moderate,5-10 years,Standard,Supplier_36,Limited,28,Roads and highways,0.25,Standard,+91 9803405485
MAT2436,Paint,Structural,Rural,10-25 years,Luxury,Supplier_74,In Stock,3,Infrastructure,0.66,Standard,+91 7134476577
MAT2437,Granite,Other,Mountain,10-25 years,Standard,Supplier_23,Limited,44,Roads and highways,0.28,Eco-friendly,+91 9315879498
MAT2438,Copper,Facade,Urban,5-10 years,Standard,Supplier_52,Out of Stock,21,High-rise buildings,0.13,Standard,+91 9350399941
MAT2439,Ceramic Tile,Decorative,Rural,5-10 years,Premium,Supplier_90,Limited,17,Industrial plants,0.48,Standard,+91 8844758293
MAT2440,Adhesive,Structural,Humid,25-50 years,Economy,Supplier_98,In Stock,21,Other,0.16,Standard,+91 9267705300
MAT2441,Brick,Structural,Mountain,5-10 years,Standard,Supplier_84,In Stock,21,Commercial,0.74,Standard,+91 9340399355
MAT2442,Wood,Facade,Dry,5-10 years,Luxury,Supplier_16,Limited,51,Residential,0.76,Standard,+91 8065031990
MAT2443,Clay,Flooring,Urban,10-25 years,Premium,Supplier_54,Limited,55,Residential,0.77,Standard,+91 9458310307
MAT2444,Fiber,Facade,Other,10-25 years,Economy,Supplier_46,Out of Stock,28,Other,0.56,Eco-friendly,+91 9553802633
MAT2445,Glass,Facade,Coastal,50+ years,Premium,Supplier_56,In Stock,38,Industrial plants,0.86,Eco-friendly,+91 7103766984
MAT2446,Cement,Other,Rural,5-10 years,Premium,Supplier_28,Out of Stock,60,Other,0.75,Eco-friendly,+91 8232645989
MAT2447,Steel,Structural,Moderate,10-25 years,Economy,Supplier_5,In Stock,5,Other,0.39,Eco-friendly,+91 7740385731
MAT2448,Aluminum,Facade,Urban,5-10 years,Standard,Supplier_31,Out of Stock,5,Infrastructure,0.83,Standard,+91 9023009642
MAT2449,Gypsum,Facade,Rural,5-10 years,Luxury,Supplier_89,In Stock,9,Commercial,0.43,Eco-friendly,+91 9969226517
MAT2450,PVC,Structural,Rural,25-50 years,Luxury,Supplier_63,Limited,32,Roads and highways,0.59,Standard,+91 8654346090
MAT2451,Bitumen,Flooring,Industrial,5-10 years,Economy,Supplier_5,Limited,56,Residential,0,Standard,+91 7740385731
MAT2452,Asphalt,Insulation,Urban,10-25 years,Luxury,Supplier_63,In Stock,54,Other,0.32,Eco-friendly,+91 8654346090
MAT2453,Sandstone,Flooring,Humid,5-10 years,Standard,Supplier_26,Out of Stock,59,High-rise buildings,0.46,Eco-friendly,+91 7207132227
MAT2454,Concrete,Structural,Other,50+ years,Premium,Supplier_18,Limited,25,Bridges,0.82,Eco-friendly,+91 8911997440
MAT2455,Plaster,Facade,Industrial,50+ years,Luxury,Supplier_5,In Stock,51,Tunnels,0.36,Eco-friendly,+91 7740385731
MAT2456,Vinyl,Flooring,Rural,5-10 years,Economy,Supplier_94,Limited,8,Industrial plants,0.43,Eco-friendly,+91 9479368062
MAT2457,Laminate,Facade,Cold,25-50 years,Standard,Supplier_51,Out of Stock,21,Roads and highways,0.45,Standard,+91 8070304578
MAT2458,Bamboo,Other,Mountain,25-50 years,Standard,Supplier_44,Out of Stock,59,Tunnels,0.13,Standard,+91 9090351901
MAT2459,Recycled Plastic,Other,Dry,25-50 years,Standard,Supplier_54,Limited,27,High-rise buildings,0.95,Standard,+91 9458310307
MAT2460,Polycarbonate,Facade,Moderate,10-25 years,Standard,Supplier_40,Out of Stock,10,Industrial plants,0.83,Eco-friendly,+91 9781709582
MAT2461,Acrylic,Finishing,Industrial,50+ years,Premium,Supplier_15,Limited,45,Roads and highways,0.73,Standard,+91 9855764195
MAT2462,Foam,Structural,Coastal,50+ years,Economy,Supplier_29,In Stock,28,Commercial,0.8,Standard,+91 8289363518
MAT2463,Rubber,Facade,Moderate,5-10 years,Economy,Supplier_71,Out of Stock,25,Tunnels,0.64,Standard,+91 9665352711
MAT2464,Other,Structural,Other,10-25 years,Economy,Supplier_87,In Stock,32,Roads and highways,0.45,Eco-friendly,+91 9193943710
MAT2465,Limestone,Structural,Moderate,25-50 years,Economy,Supplier_23,In Stock,32,Residential,0.74,Eco-friendly,+91 9315879498
MAT2466,Marble,Facade,Coastal,10-25 years,Luxury,Supplier_70,Out of Stock,14,Airports,0.59,Standard,+91 8533177088
MAT2467,Paint,Structural,Coastal,10-25 years,Luxury,Supplier_9,Out of Stock,4,Residential,0.53,Standard,+91 8602792578
MAT2468,Granite,Facade,Hot,5-10 years,Economy,Supplier_29,Out of Stock,20,Industrial plants,0.46,Standard,+91 8289363518
MAT2469,Copper,Structural,Cold,10-25 years,Premium,Supplier_87,Out of Stock,15,Airports,0.75,Standard,+91 9193943710
MAT2470,Ceramic Tile,Finishing,Mountain,25-50 years,Premium,Supplier_45,Limited,25,Tunnels,0.66,Eco-friendly,+91 9747014289
MAT2471,Adhesive,Decorative,Humid,25-50 years,Economy,Supplier_20,Limited,58,Marine structures,0.03,Standard,+91 7796737492
MAT2472,Brick,Decorative,Cold,50+ years,Economy,Supplier_29,Limited,17,High-rise buildings,0.07,Eco-friendly,+91 8289363518
MAT2473,Wood,Finishing,Cold,25-50 years,Premium,Supplier_81,Out of Stock,3,Commercial,0.54,Standard,+91 8900263885
MAT2474,Clay,Decorative,Humid,10-25 years,Standard,Supplier_55,In Stock,25,Infrastructure,0.18,Standard,+91 9963010084
MAT2475,Fiber,Finishing,Rural,50+ years,Standard,Supplier_51,Limited,29,Roads and highways,0.26,Eco-friendly,+91 8070304578
MAT2476,Glass,Structural,Coastal,50+ years,Economy,Supplier_32,Limited,6,Bridges,0.11,Eco-friendly,+91 9984893047
MAT2477,Cement,Facade,Rural,10-25 years,Standard,Supplier_72,In Stock,43,Tunnels,0.74,Eco-friendly,+91 7818119199
MAT2478,Steel,Facade,Urban,10-25 years,Standard,Supplier_75,In Stock,8,Bridges,0.56,Standard,+91 7255077357
MAT2479,Aluminum,Structural,Other,25-50 years,Luxury,Supplier_76,Out of Stock,9,Industrial plants,0.85,Eco-friendly,+91 7852225914
MAT2480,Gypsum,Facade,Humid,25-50 years,Standard,Supplier_12,In Stock,8,High-rise buildings,0.19,Standard,+91 8882665594
MAT2481,PVC,Insulation,Coastal,25-50 years,Standard,Supplier_83,Limited,20,Residential,0.35,Standard,+91 8349419107
MAT2482,Bitumen,Flooring,Hot,25-50 years,Luxury,Supplier_22,In Stock,23,Other,0.47,Eco-friendly,+91 9800188482
MAT2483,Asphalt,Other,Cold,50+ years,Standard,Supplier_30,Out of Stock,36,Tunnels,0.73,Eco-friendly,+91 9297528863
MAT2484,Sandstone,Other,Mountain,5-10 years,Economy,Supplier_3,In Stock,36,Infrastructure,0.16,Standard,+91 9511694911
MAT2485,Concrete,Facade,Dry,10-25 years,Premium,Supplier_82,Out of Stock,56,Industrial plants,0.43,Eco-friendly,+91 9679030191
MAT2486,Plaster,Insulation,Dry,5-10 years,Standard,Supplier_95,Limited,3,Roads and highways,0.81,Standard,+91 9970401522
MAT2487,Vinyl,Insulation,Dry,10-25 years,Economy,Supplier_63,In Stock,28,Commercial,0.9,Eco-friendly,+91 8654346090
MAT2488,Laminate,Decorative,Mountain,50+ years,Luxury,Supplier_80,Limited,29,Airports,0.45,Standard,+91 8234607783
MAT2489,Bamboo,Structural,Humid,25-50 years,Standard,Supplier_89,Limited,20,Bridges,0.59,Eco-friendly,+91 9969226517
MAT2490,Recycled Plastic,Insulation,Rural,50+ years,Luxury,Supplier_24,In Stock,11,Roads and highways,0.34,Eco-friendly,+91 7116226044
MAT2491,Polycarbonate,Decorative,Industrial,25-50 years,Standard,Supplier_67,Limited,13,Airports,0.01,Standard,+91 9809772815
MAT2492,Acrylic,Structural,Mountain,25-50 years,Standard,Supplier_80,Out of Stock,59,Bridges,0.28,Eco-friendly,+91 8234607783
MAT2493,Foam,Facade,Industrial,5-10 years,Standard,Supplier_36,Out of Stock,40,Other,0.47,Standard,+91 9803405485
MAT2494,Rubber,Other,Other,25-50 years,Luxury,Supplier_3,Limited,1,Commercial,0.82,Standard,+91 9511694911
MAT2495,Other,Structural,Dry,25-50 years,Economy,Supplier_33,Out of Stock,49,Airports,0.18,Eco-friendly,+91 8687011225
MAT2496,Limestone,Insulation,Moderate,50+ years,Standard,Supplier_88,Out of Stock,33,Marine structures,0.24,Eco-friendly,+91 7610179969
MAT2497,Marble,Insulation,Mountain,25-50 years,Economy,Supplier_44,Out of Stock,30,Bridges,0.31,Eco-friendly,+91 9090351901
MAT2498,Paint,Insulation,Dry,5-10 years,Luxury,Supplier_42,In Stock,49,Other,0.46,Eco-friendly,+91 8406306174
MAT2499,Granite,Structural,Industrial,25-50 years,Economy,Supplier_37,In Stock,52,Tunnels,0.83,Eco-friendly,+91 9513313120
MAT2500,Copper,Insulation,Other,25-50 years,Premium,Supplier_35,In Stock,39,High-rise buildings,0.52,Standard,+91 7672697773
MAT2501,Ceramic Tile,Structural,Cold,25-50 years,Premium,Supplier_70,Limited,23,Commercial,0.98,Eco-friendly,+91 8533177088
MAT2502,Adhesive,Other,Other,5-10 years,Standard,Supplier_71,Out of Stock,56,Marine structures,0.72,Eco-friendly,+91 9665352711
MAT2503,Brick,Facade,Dry,10-25 years,Standard,Supplier_84,Limited,46,Industrial plants,0.3,Eco-friendly,+91 9340399355
MAT2504,Wood,Finishing,Other,25-50 years,Luxury,Supplier_38,Limited,18,Other,0.53,Eco-friendly,+91 8178252144
MAT2505,Clay,Structural,Humid,10-25 years,Economy,Supplier_54,Out of Stock,13,Airports,0,Eco-friendly,+91 9458310307
MAT2506,Fiber,Flooring,Other,5-10 years,Standard,Supplier_63,Out of Stock,56,Marine structures,0.72,Standard,+91 8654346090
MAT2507,Glass,Flooring,Rural,5-10 years,Economy,Supplier_66,Limited,56,Commercial,0.97,Standard,+91 8512956476
MAT2508,Cement,Finishing,Humid,50+ years,Premium,Supplier_70,In Stock,33,Airports,0.83,Eco-friendly,+91 8533177088
MAT2509,Steel,Facade,Mountain,10-25 years,Economy,Supplier_89,Out of Stock,31,Commercial,0.78,Standard,+91 9969226517
MAT2510,Aluminum,Structural,Industrial,5-10 years,Luxury,Supplier_97,Limited,47,Other,0.58,Eco-friendly,+91 7508473815
MAT2511,Gypsum,Facade,Dry,50+ years,Luxury,Supplier_62,Out of Stock,37,Airports,0.3,Standard,+91 9124597330
MAT2512,PVC,Flooring,Mountain,50+ years,Economy,Supplier_43,Out of Stock,58,Industrial plants,0.94,Eco-friendly,+91 9038438301
MAT2513,Bitumen,Insulation,Moderate,25-50 years,Standard,Supplier_22,In Stock,33,Commercial,0.27,Eco-friendly,+91 9800188482
MAT2514,Asphalt,Other,Hot,10-25 years,Economy,Supplier_75,Limited,47,Roads and highways,0.46,Eco-friendly,+91 7255077357
MAT2515,Sandstone,Flooring,Humid,25-50 years,Luxury,Supplier_5,In Stock,41,Bridges,0.01,Eco-friendly,+91 7740385731
MAT2516,Concrete,Facade,Mountain,10-25 years,Premium,Supplier_73,Limited,43,Infrastructure,0.3,Eco-friendly,+91 7195736923
MAT2517,Plaster,Structural,Rural,5-10 years,Standard,Supplier_89,Out of Stock,42,Marine structures,0.63,Eco-friendly,+91 9969226517
MAT2518,Vinyl,Other,Mountain,50+ years,Economy,Supplier_37,In Stock,12,Marine structures,0.48,Standard,+91 9513313120
MAT2519,Laminate,Finishing,Humid,50+ years,Economy,Supplier_76,Out of Stock,49,Bridges,0.49,Standard,+91 7852225914
MAT2520,Bamboo,Decorative,Other,50+ years,Standard,Supplier_89,In Stock,57,Infrastructure,0.68,Eco-friendly,+91 9969226517
MAT2521,Recycled Plastic,Structural,Cold,25-50 years,Economy,Supplier_91,Limited,27,Roads and highways,0.31,Eco-friendly,+91 9064495443
MAT2522,Polycarbonate,Insulation,Mountain,25-50 years,Economy,Supplier_29,Limited,40,Residential,0.5,Standard,+91 8289363518
MAT2523,Acrylic,Facade,Rural,50+ years,Luxury,Supplier_13,Limited,18,Infrastructure,0.85,Standard,+91 8348536286
MAT2524,Foam,Other,Dry,50+ years,Luxury,Supplier_59,Out of Stock,46,Infrastructure,0.77,Standard,+91 8073945840
MAT2525,Rubber,Structural,Other,25-50 years,Luxury,Supplier_60,In Stock,3,High-rise buildings,0.6,Eco-friendly,+91 7340314826
MAT2526,Other,Other,Other,10-25 years,Standard,Supplier_87,Limited,58,Industrial plants,0.38,Standard,+91 9193943710
MAT2527,Limestone,Flooring,Rural,10-25 years,Luxury,Supplier_80,Out of Stock,47,Industrial plants,0.86,Standard,+91 8234607783
MAT2528,Marble,Facade,Rural,10-25 years,Economy,Supplier_81,Out of Stock,39,Other,0.96,Standard,+91 8900263885
MAT2529,Paint,Decorative,Cold,5-10 years,Premium,Supplier_12,Out of Stock,57,Marine structures,0.87,Eco-friendly,+91 8882665594
MAT2530,Granite,Flooring,Coastal,5-10 years,Premium,Supplier_10,Out of Stock,56,Bridges,0.36,Eco-friendly,+91 9321334334
MAT2531,Copper,Decorative,Humid,10-25 years,Luxury,Supplier_59,Limited,24,Marine structures,0.79,Standard,+91 8073945840
MAT2532,Ceramic Tile,Insulation,Coastal,10-25 years,Standard,Supplier_89,In Stock,15,Other,0.45,Standard,+91 9969226517
MAT2533,Adhesive,Flooring,Mountain,5-10 years,Standard,Supplier_18,In Stock,9,Roads and highways,0.27,Eco-friendly,+91 8911997440
MAT2534,Brick,Flooring,Mountain,10-25 years,Luxury,Supplier_35,Out of Stock,19,High-rise buildings,0.71,Standard,+91 7672697773
MAT2535,Wood,Finishing,Mountain,10-25 years,Standard,Supplier_58,Limited,11,Bridges,0.49,Standard,+91 8538848385
MAT2536,Clay,Flooring,Humid,5-10 years,Economy,Supplier_70,In Stock,58,Infrastructure,0.96,Eco-friendly,+91 8533177088
MAT2537,Fiber,Facade,Rural,10-25 years,Standard,Supplier_62,In Stock,50,Commercial,0.54,Standard,+91 9124597330
MAT2538,Glass,Flooring,Other,25-50 years,Luxury,Supplier_93,In Stock,34,Marine structures,0.89,Eco-friendly,+91 7108254575
MAT2539,Cement,Other,Other,50+ years,Standard,Supplier_94,Limited,47,Infrastructure,0.44,Standard,+91 9479368062
MAT2540,Steel,Facade,Moderate,5-10 years,Luxury,Supplier_38,Limited,48,Marine structures,0.33,Standard,+91 8178252144
MAT2541,Aluminum,Flooring,Coastal,5-10 years,Luxury,Supplier_7,Out of Stock,44,Marine structures,0.67,Eco-friendly,+91 7548899649
MAT2542,Gypsum,Facade,Other,5-10 years,Standard,Supplier_38,In Stock,49,Infrastructure,0.85,Eco-friendly,+91 8178252144
MAT2543,PVC,Finishing,Urban,25-50 years,Premium,Supplier_78,Limited,25,Other,0.95,Standard,+91 8082914235
MAT2544,Bitumen,Decorative,Dry,25-50 years,Standard,Supplier_87,Out of Stock,9,Infrastructure,0.36,Standard,+91 9193943710
MAT2545,Asphalt,Finishing,Rural,5-10 years,Luxury,Supplier_44,In Stock,54,Commercial,0.13,Eco-friendly,+91 9090351901
MAT2546,Sandstone,Insulation,Other,25-50 years,Standard,Supplier_31,Limited,21,Bridges,0.96,Eco-friendly,+91 9023009642
MAT2547,Concrete,Insulation,Hot,25-50 years,Premium,Supplier_55,Out of Stock,20,Commercial,0.62,Standard,+91 9963010084
MAT2548,Plaster,Other,Dry,10-25 years,Economy,Supplier_12,Out of Stock,17,Other,0.26,Standard,+91 8882665594
MAT2549,Vinyl,Facade,Coastal,25-50 years,Luxury,Supplier_69,Limited,36,Marine structures,0.74,Eco-friendly,+91 8122680822
MAT2550,Laminate,Insulation,Hot,5-10 years,Premium,Supplier_27,Out of Stock,23,High-rise buildings,0.02,Standard,+91 8524779487
MAT2551,Bamboo,Decorative,Dry,25-50 years,Standard,Supplier_5,Limited,29,Industrial plants,0.54,Standard,+91 7740385731
MAT2552,Recycled Plastic,Decorative,Humid,5-10 years,Luxury,Supplier_1,In Stock,7,Industrial plants,0.23,Standard,+91 9821243845
MAT2553,Polycarbonate,Insulation,Dry,5-10 years,Economy,Supplier_55,Limited,22,Airports,0.72,Standard,+91 9963010084
MAT2554,Acrylic,Structural,Mountain,50+ years,Luxury,Supplier_52,Out of Stock,22,Airports,0.49,Eco-friendly,+91 9350399941
MAT2555,Foam,Insulation,Hot,50+ years,Premium,Supplier_69,Limited,3,Airports,0.23,Standard,+91 8122680822
MAT2556,Rubber,Insulation,Humid,5-10 years,Economy,Supplier_12,Limited,49,High-rise buildings,0.73,Standard,+91 8882665594
MAT2557,Other,Insulation,Moderate,5-10 years,Premium,Supplier_77,Out of Stock,5,Roads and highways,0.34,Standard,+91 9060217800
MAT2558,Limestone,Other,Moderate,25-50 years,Luxury,Supplier_81,Out of Stock,6,Bridges,0.66,Eco-friendly,+91 8900263885
MAT2559,Marble,Flooring,Cold,25-50 years,Luxury,Supplier_8,Limited,22,Airports,0.68,Standard,+91 8464226483
MAT2560,Paint,Decorative,Mountain,25-50 years,Economy,Supplier_80,Limited,19,Industrial plants,0.7,Standard,+91 8234607783
MAT2561,Granite,Decorative,Urban,5-10 years,Economy,Supplier_29,Limited,21,Tunnels,0.92,Eco-friendly,+91 8289363518
MAT2562,Copper,Decorative,Coastal,25-50 years,Luxury,Supplier_88,Limited,6,Roads and highways,0.04,Eco-friendly,+91 7610179969
MAT2563,Ceramic Tile,Facade,Dry,10-25 years,Standard,Supplier_10,Limited,9,High-rise buildings,0.58,Standard,+91 9321334334
MAT2564,Adhesive,Flooring,Mountain,10-25 years,Economy,Supplier_61,Out of Stock,41,Bridges,0.26,Eco-friendly,+91 8696176323
MAT2565,Brick,Finishing,Coastal,10-25 years,Economy,Supplier_14,Out of Stock,21,High-rise buildings,0.59,Eco-friendly,+91 8073534258
MAT2566,Wood,Structural,Humid,50+ years,Economy,Supplier_89,Limited,31,Commercial,0.32,Standard,+91 9969226517
MAT2567,Clay,Decorative,Urban,25-50 years,Luxury,Supplier_47,Limited,36,Airports,0.15,Standard,+91 7383612833
MAT2568,Fiber,Other,Coastal,10-25 years,Economy,Supplier_46,Limited,10,Other,0.49,Standard,+91 9553802633
MAT2569,Glass,Other,Dry,25-50 years,Luxury,Supplier_46,Limited,55,Residential,0.11,Standard,+91 9553802633
MAT2570,Cement,Structural,Coastal,50+ years,Premium,Supplier_15,In Stock,3,Bridges,0.82,Standard,+91 9855764195
MAT2571,Steel,Other,Humid,10-25 years,Premium,Supplier_100,Limited,35,Commercial,0.58,Standard,+91 9271768077
MAT2572,Aluminum,Insulation,Urban,50+ years,Luxury,Supplier_19,Limited,47,Marine structures,0.9,Eco-friendly,+91 7314006623
MAT2573,Gypsum,Insulation,Moderate,10-25 years,Luxury,Supplier_60,Out of Stock,31,Marine structures,0.96,Eco-friendly,+91 7340314826
MAT2574,PVC,Decorative,Urban,10-25 years,Economy,Supplier_15,In Stock,59,Tunnels,0.5,Standard,+91 9855764195
MAT2575,Bitumen,Decorative,Coastal,10-25 years,Economy,Supplier_75,Out of Stock,1,Other,0.95,Standard,+91 7255077357
MAT2576,Asphalt,Finishing,Mountain,5-10 years,Luxury,Supplier_66,Limited,13,Roads and highways,0.92,Standard,+91 8512956476
MAT2577,Sandstone,Insulation,Urban,25-50 years,Luxury,Supplier_62,In Stock,18,High-rise buildings,0.22,Eco-friendly,+91 9124597330
MAT2578,Concrete,Insulation,Hot,10-25 years,Standard,Supplier_66,In Stock,50,Bridges,0.59,Standard,+91 8512956476
MAT2579,Plaster,Structural,Humid,50+ years,Luxury,Supplier_86,In Stock,7,Industrial plants,0.92,Standard,+91 9450871641
MAT2580,Vinyl,Other,Moderate,5-10 years,Premium,Supplier_46,Out of Stock,39,Roads and highways,0.03,Standard,+91 9553802633
MAT2581,Laminate,Decorative,Humid,5-10 years,Premium,Supplier_87,In Stock,21,High-rise buildings,0.96,Eco-friendly,+91 9193943710
MAT2582,Bamboo,Facade,Dry,10-25 years,Luxury,Supplier_64,In Stock,6,Bridges,0.04,Eco-friendly,+91 7136693152
MAT2583,Recycled Plastic,Other,Humid,5-10 years,Premium,Supplier_35,Limited,6,Residential,0.31,Eco-friendly,+91 7672697773
MAT2584,Polycarbonate,Decorative,Urban,25-50 years,Premium,Supplier_35,Out of Stock,22,Airports,0.01,Eco-friendly,+91 7672697773
MAT2585,Acrylic,Finishing,Humid,25-50 years,Standard,Supplier_28,Limited,17,Other,0.29,Eco-friendly,+91 8232645989
MAT2586,Foam,Facade,Rural,10-25 years,Premium,Supplier_2,Out of Stock,46,Bridges,0.22,Standard,+91 9176504598
MAT2587,Rubber,Decorative,Mountain,5-10 years,Standard,Supplier_82,Limited,6,Residential,0.29,Standard,+91 9679030191
MAT2588,Other,Facade,Moderate,5-10 years,Economy,Supplier_45,In Stock,32,Other,0.29,Standard,+91 9747014289
MAT2589,Limestone,Decorative,Industrial,25-50 years,Luxury,Supplier_24,Out of Stock,25,Airports,0.24,Standard,+91 7116226044
MAT2590,Marble,Insulation,Urban,10-25 years,Economy,Supplier_79,Limited,12,Industrial plants,0.08,Eco-friendly,+91 9340848713
MAT2591,Paint,Facade,Cold,25-50 years,Premium,Supplier_28,Out of Stock,40,Roads and highways,0.09,Eco-friendly,+91 8232645989
MAT2592,Granite,Flooring,Moderate,25-50 years,Luxury,Supplier_50,Out of Stock,22,Infrastructure,0.34,Standard,+91 9224117961
MAT2593,Copper,Facade,Hot,25-50 years,Luxury,Supplier_77,Limited,17,Tunnels,0.09,Standard,+91 9060217800
MAT2594,Ceramic Tile,Structural,Urban,25-50 years,Economy,Supplier_32,Limited,31,Industrial plants,0.95,Standard,+91 9984893047
MAT2595,Adhesive,Facade,Hot,10-25 years,Luxury,Supplier_28,Limited,36,High-rise buildings,0.11,Standard,+91 8232645989
MAT2596,Brick,Finishing,Moderate,5-10 years,Premium,Supplier_2,Limited,38,Roads and highways,0.22,Standard,+91 9176504598
MAT2597,Wood,Other,Industrial,10-25 years,Premium,Supplier_42,Limited,60,Industrial plants,0.66,Standard,+91 8406306174
MAT2598,Clay,Decorative,Dry,5-10 years,Premium,Supplier_62,In Stock,25,Roads and highways,0.75,Standard,+91 9124597330
MAT2599,Fiber,Finishing,Rural,50+ years,Standard,Supplier_22,Limited,8,Other,0.1,Standard,+91 9800188482
MAT2600,Glass,Finishing,Industrial,5-10 years,Luxury,Supplier_62,Limited,38,Industrial plants,0.46,Standard,+91 9124597330
MAT2601,Cement,Decorative,Rural,5-10 years,Economy,Supplier_79,Out of Stock,40,Bridges,0.45,Standard,+91 9340848713
MAT2602,Steel,Insulation,Urban,25-50 years,Premium,Supplier_52,In Stock,24,Residential,0.46,Eco-friendly,+91 9350399941
MAT2603,Aluminum,Decorative,Mountain,5-10 years,Premium,Supplier_94,Out of Stock,31,Infrastructure,0.99,Standard,+91 9479368062
MAT2604,Gypsum,Insulation,Urban,25-50 years,Economy,Supplier_23,Out of Stock,55,Other,0.37,Standard,+91 9315879498
MAT2605,PVC,Finishing,Cold,25-50 years,Premium,Supplier_99,Limited,60,Commercial,0.01,Standard,+91 7026320860
MAT2606,Bitumen,Flooring,Moderate,10-25 years,Economy,Supplier_69,Out of Stock,45,Bridges,0.21,Eco-friendly,+91 8122680822
MAT2607,Asphalt,Finishing,Moderate,50+ years,Premium,Supplier_98,Limited,31,Commercial,0.62,Eco-friendly,+91 9267705300
MAT2608,Sandstone,Insulation,Other,25-50 years,Premium,Supplier_75,In Stock,57,Bridges,0.38,Standard,+91 7255077357
MAT2609,Concrete,Insulation,Rural,25-50 years,Premium,Supplier_17,In Stock,51,Tunnels,0.1,Standard,+91 8388837996
MAT2610,Plaster,Insulation,Mountain,50+ years,Premium,Supplier_16,In Stock,55,Other,0.37,Eco-friendly,+91 8065031990
MAT2611,Vinyl,Other,Hot,5-10 years,Luxury,Supplier_25,Out of Stock,20,Bridges,0.19,Standard,+91 8713885374
MAT2612,Laminate,Other,Humid,50+ years,Luxury,Supplier_54,Out of Stock,48,Infrastructure,0.67,Eco-friendly,+91 9458310307
MAT2613,Bamboo,Facade,Hot,10-25 years,Standard,Supplier_83,In Stock,11,Marine structures,0.72,Eco-friendly,+91 8349419107
